Unnamed: 0,id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,FRENTE PARA LA VICTORIA_perc,CAMBIEMOS_votos,FRENTE PARA LA VICTORIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
450.0,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",FRENTE PARA LA VICTORIA,36.65,63.35,2789,4820,73.94,10461,7735,0.57,0.01,1.05,44,1,81,SANTA CRUZ
451.0,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",FRENTE PARA LA VICTORIA,39.06,60.94,25548,39854,75.69,88385,66897,0.69,0.03,1.52,462,18,1015,SANTA CRUZ
452.0,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",FRENTE PARA LA VICTORIA,47.02,52.98,34779,39189,76.68,98850,75801,0.74,0.03,1.66,558,19,1256,SANTA CRUZ
453.0,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",FRENTE PARA LA VICTORIA,31.55,68.45,3761,8159,72.31,16964,12267,1.04,0.29,1.5,128,35,184,SANTA CRUZ
454.0,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",FRENTE PARA LA VICTORIA,33.26,66.74,1918,3849,68.71,8614,5919,0.69,0.03,1.84,41,2,109,SANTA CRUZ
455.0,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",FRENTE PARA LA VICTORIA,42.98,57.02,2591,3437,71.51,8614,6160,0.84,0.0,1.3,52,0,80,SANTA CRUZ
456.0,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",FRENTE PARA LA VICTORIA,30.3,69.7,853,1962,72.24,3973,2870,0.8,0.0,1.11,23,0,32,SANTA CRUZ
