id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
SALTA_ANTA,"Anta, Salta",FRENTE DE TODOS,17.15,0.76,61.44,2.7,0.39,16.07,0.33,0.18,0.12,0.86,5089,225,18230,801,116,4768,98,54,36,255,62.41,49098,30641,1.49,0.62,1.05,457,191,321,SALTA
SALTA_CACHI,"Cachi, Salta",FRENTE DE TODOS,23.83,1.66,53.03,1.79,0.35,17.29,0.55,0.26,0.17,1.07,1090,76,2426,82,16,791,25,12,8,49,69.29,6849,4746,2.44,0.04,1.12,116,2,53,SALTA
SALTA_CAFAYATE,"Cafayate, Salta",FRENTE DE TODOS,13.58,2.04,60.59,3.68,0.29,16.52,0.65,0.23,0.23,2.2,1252,188,5586,339,27,1523,60,21,21,203,72.37,13180,9539,1.69,0.28,1.37,161,27,131,SALTA
SALTA_CAPITAL,"Capital, Salta",FRENTE DE TODOS,21.6,3.44,37.96,5.02,0.37,26.5,0.68,0.27,0.19,3.97,65204,10395,114599,15148,1104,79997,2062,804,577,11982,72.34,433495,313570,1.45,0.4,1.88,4552,1242,5904,SALTA
SALTA_CERRILLOS,"Cerrillos, Salta",FRENTE DE TODOS,23.65,2.18,44.48,3.58,0.26,22.3,0.67,0.28,0.21,2.39,6116,564,11500,925,66,5766,173,73,54,619,74.29,35928,26692,1.18,0.5,1.45,315,134,387,SALTA
SALTA_CHICOANA,"Chicoana, Salta",FRENTE DE TODOS,22.12,2.11,47.65,2.6,0.27,22.33,0.72,0.32,0.23,1.65,2905,277,6259,342,35,2933,95,42,30,217,75.18,18123,13624,1.93,0.23,1.42,263,32,194,SALTA
SALTA_GENERAL GUEMES,"General Guemes, Salta",FRENTE DE TODOS,16.08,2.31,59.11,3.24,0.26,16.05,0.51,0.28,0.0,2.16,4515,648,16598,910,72,4507,142,80,1,606,72.52,39881,28922,1.1,0.22,1.59,318,64,461,SALTA
SALTA_GUACHIPAS,"Guachipas, Salta",FRENTE DE TODOS,36.95,1.28,39.61,2.51,0.39,17.1,0.39,0.39,0.0,1.38,752,26,806,51,8,348,8,8,0,28,66.54,3219,2142,3.41,0.51,1.07,73,11,23,SALTA
SALTA_IRUYA,"Iruya, Salta",FRENTE DE TODOS,36.88,0.48,53.44,1.85,0.05,6.19,0.16,0.16,0.0,0.79,697,9,1010,35,1,117,3,3,0,15,62.96,3056,1924,0.94,0.05,0.78,18,1,15,SALTA
SALTA_LA CALDERA,"La Caldera, Salta",FRENTE DE TODOS,22.67,2.83,35.01,4.43,0.25,30.65,0.59,0.21,0.05,3.31,2141,267,3307,418,24,2895,56,20,5,313,73.48,13275,9755,1.99,0.24,0.94,194,23,92,SALTA
