id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",FRENTE DE TODOS,4.77,0.21,88.87,0.49,0.13,5.14,0.13,0.02,0.02,0.21,223,10,4152,23,6,240,6,1,1,10,74.35,6409,4765,1.28,0.29,0.38,61,14,18,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",FRENTE DE TODOS,0.88,0.23,92.76,0.19,0.04,5.59,0.11,0.04,0.07,0.11,74,19,7815,16,3,471,9,3,6,9,73.75,11639,8584,1.51,0.16,0.17,130,14,15,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",FRENTE DE TODOS,1.25,0.17,83.58,6.92,0.06,7.66,0.12,0.02,0.01,0.2,110,15,7373,610,5,676,11,2,1,18,66.79,13431,8970,1.04,0.19,0.43,93,17,39,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",FRENTE DE TODOS,2.23,0.55,82.29,1.17,0.09,12.31,0.35,0.09,0.12,0.81,287,71,10612,151,12,1587,45,11,15,105,72.58,18237,13237,1.87,0.2,0.5,248,27,66,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",FRENTE DE TODOS,1.83,0.0,74.5,1.17,0.33,21.5,0.0,0.17,0.0,0.5,11,0,447,7,2,129,0,1,0,3,58.8,1080,635,4.72,0.79,0.0,30,5,0,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",FRENTE DE TODOS,1.91,0.38,82.37,2.46,0.12,12.25,0.15,0.09,0.06,0.2,345,69,14886,445,22,2214,28,17,10,37,68.42,27167,18588,2.18,0.18,0.4,406,34,75,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",FRENTE DE TODOS,2.72,0.52,80.82,0.94,0.1,14.04,0.17,0.09,0.05,0.55,249,48,7405,86,9,1286,16,8,5,50,74.79,12818,9586,3.64,0.23,0.55,349,22,53,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",FRENTE DE TODOS,2.69,0.21,87.6,0.59,0.12,8.33,0.11,0.05,0.03,0.25,308,24,10014,67,14,952,13,6,4,29,67.84,17255,11706,1.95,0.1,0.3,228,12,35,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",FRENTE DE TODOS,3.1,0.62,79.03,0.39,0.23,15.71,0.27,0.12,0.11,0.42,175,35,4467,22,13,888,15,7,6,24,70.25,8335,5855,2.7,0.2,0.56,158,12,33,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",FRENTE DE TODOS,2.6,0.93,86.23,0.85,0.11,8.23,0.24,0.12,0.05,0.65,905,323,30008,296,38,2864,82,41,18,225,72.78,48866,35564,1.19,0.13,0.83,424,45,295,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",FRENTE DE TODOS,3.66,0.36,55.41,0.76,0.14,38.18,0.4,0.07,0.11,0.9,101,10,1531,21,4,1055,11,2,3,25,75.98,3730,2834,2.08,0.32,0.11,59,9,3,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",FRENTE DE TODOS,2.22,0.49,82.57,1.71,0.11,12.01,0.24,0.1,0.05,0.5,629,139,23443,485,32,3409,68,29,13,143,75.7,38428,29089,1.77,0.14,0.49,514,42,143,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",FRENTE DE TODOS,0.72,0.19,91.52,0.8,0.14,6.21,0.16,0.08,0.05,0.11,45,12,5701,50,9,387,10,5,3,7,71.6,8838,6328,1.11,0.19,0.27,70,12,17,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",FRENTE DE TODOS,1.0,0.25,93.57,0.79,0.06,4.08,0.04,0.02,0.04,0.15,52,13,4858,41,3,212,2,1,2,8,70.76,7418,5249,0.82,0.13,0.13,43,7,7,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",FRENTE DE TODOS,0.78,0.22,90.27,0.34,0.13,7.8,0.26,0.0,0.0,0.22,18,5,2096,8,3,181,6,0,0,5,73.1,3223,2356,0.72,0.38,0.34,17,9,8,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",FRENTE DE TODOS,4.84,0.34,88.97,0.82,0.02,4.63,0.11,0.06,0.08,0.13,253,18,4652,43,1,242,6,3,4,7,72.64,7321,5318,1.11,0.15,0.41,59,8,22,SANTIAGO DEL ESTERO
SANTIAGO DEL ESTERO_GENERAL TABOADA,"Taboada, Santiago Del Estero",FRENTE DE TODOS,2.14,0.58,80.42,2.79,0.06,13.11,0.28,0.11,0.09,0.43,514,140,19347,671,14,3153,68,26,21,104,71.89,34304,24661,1.86,0.11,0.48,458,27,118,SANTIAGO DEL ESTERO
