id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",ALIANZA FRENTE POPULAR,31.76,5.41,0.68,10.81,42.57,2.03,4.05,2.7,0.0,0.0,47,8,1,16,63,3,6,4,0,0,104.49,156,163,3.68,0.0,5.52,6.0,0.0,9.0,TIERRA DEL FUEGO
TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,6.11,5.49,1.72,66.62,6.43,0.44,9.91,2.73,0.23,0.32,2173,1953,613,23693,2287,156,3526,970,81,115,73.86,53249,39332,6.16,0.25,3.17,2423.0,97.0,1245.0,TIERRA DEL FUEGO
TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",ALIANZA FRENTE PARA LA VICTORIA,8.34,8.94,2.29,56.36,8.35,0.81,10.43,3.83,0.28,0.37,2468,2644,678,16675,2470,239,3086,1133,83,109,70.76,46534,32928,6.33,0.86,2.96,2083.0,284.0,976.0,TIERRA DEL FUEGO
