id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE POPULAR_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE POPULAR_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
LA PAMPA_ATREUCO,"Atreuco, La Pampa",Alianza Frente para la Victoria,5.54,10.11,5.9,0.73,55.22,21.65,0.86,355,648,378,47,3540,1388,55,88.25,8508,7508,14.21,0.03,0.37,1067,2,28,LA PAMPA
LA PAMPA_CALEU CALEU,"Caleu Caleu, La Pampa",Alianza Frente para la Victoria,2.71,6.36,1.96,1.5,80.36,6.83,0.28,29,68,21,16,859,73,3,83.7,1436,1202,10.4,0.25,0.42,125,3,5,LA PAMPA
LA PAMPA_CAPITAL,"Capital, La Pampa",Alianza Frente para la Victoria,7.64,15.86,3.14,1.49,59.61,10.87,1.38,4446,9226,1826,868,34683,6325,805,78.76,82017,64598,8.76,0.05,1.12,5662,32,725,LA PAMPA
LA PAMPA_CATRILO,"Catrilo, La Pampa",Alianza Frente para la Victoria,7.97,8.07,4.72,0.56,61.91,15.77,0.99,329,333,195,23,2555,651,41,83.8,5598,4691,10.89,0.0,1.13,511,0,53,LA PAMPA
LA PAMPA_CHALILEO,"Chalileo, La Pampa",Alianza Frente para la Victoria,5.77,4.09,4.53,0.31,71.73,12.65,0.93,93,66,73,5,1157,204,15,87.56,2186,1914,15.36,0.0,0.37,294,0,7,LA PAMPA
LA PAMPA_CHAPALEUFU,"Chapaleufu, La Pampa",Alianza Frente para la Victoria,13.53,13.96,5.19,0.59,51.69,13.81,1.23,913,942,350,40,3488,932,83,81.84,9416,7706,10.46,0.03,1.95,806,2,150,LA PAMPA
LA PAMPA_CHICAL CO,"Chical-Co, La Pampa",Alianza Frente para la Victoria,3.46,5.51,1.1,0.47,84.09,4.57,0.79,22,35,7,3,534,29,5,64.48,1053,679,5.3,0.88,0.29,36,6,2,LA PAMPA
LA PAMPA_CONHELO,"Conhelo, La Pampa",Alianza Frente para la Victoria,5.66,12.33,3.76,0.91,62.84,13.77,0.72,508,1106,337,82,5639,1236,65,84.14,12119,10197,11.68,0.0,0.32,1191,0,33,LA PAMPA
LA PAMPA_CURACO,"Curaco, La Pampa",Alianza Frente para la Victoria,1.28,2.75,2.01,2.01,81.5,10.44,0.0,7,15,11,11,445,57,0,78.18,747,584,6.51,0.0,0.0,38,0,0,LA PAMPA
LA PAMPA_GUATRACHE,"Guatrache, La Pampa",Alianza Frente para la Victoria,7.12,16.29,5.83,1.1,47.14,21.0,1.54,343,785,281,53,2272,1012,74,79.83,6984,5575,13.0,0.0,0.54,725,0,30,LA PAMPA
