id,seccion,agrupacion_ganadora,CAMBIEMOS_perc,COMPROMISO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,PROGRESISTAS_perc,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_perc,CAMBIEMOS_votos,COMPROMISO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,PROGRESISTAS_votos,UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,19.6,0.41,2.19,58.65,0.93,18.23,1498,31,167,4482,71,1393,76.3,10461,7982,3.6,0.06,0.6,287,5,48,SANTA CRUZ
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,23.06,0.45,3.27,46.28,1.38,25.55,14344,277,2036,28788,860,15893,77.48,85216,66029,4.38,0.18,1.24,2895,119,817,SANTA CRUZ
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,30.83,0.43,3.08,43.21,0.83,21.61,22298,313,2230,31257,600,15632,78.32,96370,75480,3.08,0.09,1.01,2322,69,759,SANTA CRUZ
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,18.87,0.42,3.72,60.35,2.4,14.24,2321,52,458,7422,295,1751,74.1,17267,12794,2.61,0.09,1.17,334,11,150,SANTA CRUZ
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,17.44,0.99,3.31,58.19,1.78,18.29,1026,58,195,3424,105,1076,74.67,8329,6219,4.29,0.1,1.0,267,6,62,SANTA CRUZ
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,26.01,0.38,2.47,44.35,1.23,25.56,1580,23,150,2694,75,1553,73.93,8614,6368,3.64,0.02,0.94,232,1,60,SANTA CRUZ
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",ALIANZA FRENTE PARA LA VICTORIA,15.55,0.47,4.57,64.36,0.08,14.97,398,12,117,1647,2,383,74.75,3644,2724,5.43,0.11,0.51,148,3,14,SANTA CRUZ
