Unnamed: 0,id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,JUNTOS POR EL CAMBIO_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,JUNTOS POR EL CAMBIO_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
175.0,CHUBUT_BIEDMA,"Biedma, Chubut",FRENTE DE TODOS,8.23,4.51,49.77,5.2,29.36,2.93,4396,2409,26590,2778,15688,1566,78.26,70332,55045,0.97,0.07,1.9,534,37,1047,CHUBUT
176.0,CHUBUT_CUSHAMEN,"Cushamen, Chubut",FRENTE DE TODOS,4.6,3.63,63.49,5.32,21.46,1.5,773,609,10663,894,3605,252,76.39,23138,17676,2.77,0.2,2.0,490,36,354,CHUBUT
177.0,CHUBUT_ESCALANTE,"Escalante, Chubut",FRENTE DE TODOS,6.73,3.49,54.18,2.79,30.24,2.57,7695,3985,61957,3187,34578,2943,77.39,153717,118961,2.16,0.09,1.63,2573,104,1939,CHUBUT
178.0,CHUBUT_FLORENTINO AMEGHINO,"F. Ameghino, Chubut",FRENTE DE TODOS,3.19,3.19,56.45,12.52,23.5,1.15,25,25,442,98,184,9,82.64,1158,957,16.51,0.63,1.04,158,6,10,CHUBUT
179.0,CHUBUT_FUTALEUFU,"Futaleufu, Chubut",FRENTE DE TODOS,8.38,4.43,49.07,5.3,30.64,2.17,2347,1242,13746,1485,8582,609,75.17,38553,28981,1.76,0.09,1.49,510,27,433,CHUBUT
180.0,CHUBUT_GAIMAN,"Gaiman, Chubut",FRENTE DE TODOS,7.82,3.33,48.05,3.78,35.03,1.98,572,244,3517,277,2564,145,78.59,9856,7746,3.94,0.4,1.17,305,31,91,CHUBUT
181.0,CHUBUT_GASTRE,"Gastre, Chubut",FRENTE DE TODOS,7.12,2.67,69.73,5.04,13.35,2.08,24,9,235,17,45,7,58.17,600,349,2.29,0.0,1.15,8,0,4,CHUBUT
182.0,CHUBUT_LANGUIÑEO,"Languiñeo, Chubut",FRENTE DE TODOS,5.77,3.23,63.78,1.85,23.99,1.38,50,28,553,16,208,12,67.34,1344,905,2.76,0.88,0.55,25,8,5,CHUBUT
183.0,CHUBUT_MARTIRES,"Martires, Chubut",FRENTE DE TODOS,8.23,3.24,63.09,3.99,20.7,0.75,33,13,253,16,83,3,66.5,618,411,1.22,0.24,0.97,5,1,4,CHUBUT
184.0,CHUBUT_PASO DE INDIOS,"Paso De Los Indios, Chubut",FRENTE DE TODOS,7.95,7.17,46.71,1.94,34.11,2.13,41,37,241,10,176,11,71.11,751,534,1.5,0.0,1.87,8,0,10,CHUBUT
185.0,CHUBUT_RAWSON,"Rawson, Chubut",FRENTE DE TODOS,9.12,4.56,48.56,5.18,30.11,2.47,7647,3824,40719,4347,25247,2074,79.18,110342,87373,2.16,0.17,1.69,1890,150,1475,CHUBUT
186.0,CHUBUT_RIO SENGUER,"Rio Senger, Chubut",FRENTE DE TODOS,3.81,2.57,63.48,3.07,26.04,1.02,123,83,2048,99,840,33,69.36,5053,3505,6.68,0.29,1.0,234,10,35,CHUBUT
187.0,CHUBUT_SARMIENTO,"Sarmiento, Chubut",FRENTE DE TODOS,6.13,2.15,53.9,5.68,30.44,1.7,425,149,3738,394,2111,118,74.1,10075,7466,5.65,0.2,1.26,422,15,94,CHUBUT
188.0,CHUBUT_TEHUELCHES,"Tehuelches, Chubut",FRENTE DE TODOS,4.54,1.86,68.17,3.38,21.11,0.93,156,64,2341,116,725,32,72.3,5028,3635,4.43,0.14,0.96,161,5,35,CHUBUT
189.0,CHUBUT_TELSEN,"Telsen, Chubut",FRENTE DE TODOS,9.18,2.9,58.45,5.8,23.67,0.0,19,6,121,12,49,0,68.93,309,213,1.88,0.0,0.94,4,0,2,CHUBUT
