id,seccion,agrupacion_ganadora,COMPROMISO FEDERAL_perc,FRENTE AMPLIO PROGRESISTA_perc,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_perc,FRENTE PARA LA VICTORIA_perc,FRENTE POPULAR_perc,PROYECTO SUR_perc,UNION PARA EL DESARROLLO SOCIAL_perc,COALICION CIVICA-ARI_perc,DEL CAMPO POPULAR_perc,MOVIMIENTO DE ACCION VECINAL_perc,COMPROMISO FEDERAL_votos,FRENTE AMPLIO PROGRESISTA_votos,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES_votos,FRENTE PARA LA VICTORIA_votos,FRENTE POPULAR_votos,PROYECTO SUR_votos,UNION PARA EL DESARROLLO SOCIAL_votos,COALICION CIVICA-ARI_votos,DEL CAMPO POPULAR_votos,MOVIMIENTO DE ACCION VECINAL_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
MISIONES_25 DE MAYO,"25 De Mayo, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.12,0.87,0.65,73.04,9.81,0.33,10.4,1.22,0.27,2.29,152,119,88,9947,1336,45,1416,166,37,312,90.45,18014,16293,2.63,13.59,0.2,428.0,2215.0,32.0,MISIONES
MISIONES_APOSTOLES,"Apostoles, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.17,2.19,0.54,57.85,17.64,0.51,15.25,2.08,0.26,0.5,626,433,107,11418,3482,101,3010,410,51,98,79.98,27994,22390,2.26,8.99,0.61,505.0,2012.0,137.0,MISIONES
MISIONES_CAINGUAS,"Cainguas, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.9,1.28,0.44,75.6,7.34,0.22,11.69,0.96,0.19,0.39,491,332,115,19549,1897,56,3022,247,50,100,83.44,35217,29385,3.37,8.15,0.48,989.0,2395.0,142.0,MISIONES
MISIONES_CANDELARIA,"Candelaria, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.85,1.31,0.74,72.46,9.08,0.69,10.02,1.39,0.14,0.31,518,176,99,9740,1221,93,1347,187,19,42,87.04,18324,15950,2.28,13.02,0.42,364.0,2077.0,67.0,MISIONES
MISIONES_CAPITAL,"Capital, Misiones",ALIANZA FRENTE PARA LA VICTORIA,5.06,4.88,1.12,53.77,15.08,0.59,15.72,3.03,0.22,0.51,8042,7760,1784,85436,23962,942,24978,4811,353,811,79.69,224222,178673,3.16,6.73,1.19,5651.0,12024.0,2119.0,MISIONES
MISIONES_CONCEPCION,"Concepcion De La Sierra, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.76,1.49,0.51,66.46,10.7,0.16,17.15,1.16,0.16,0.44,76,64,22,2863,461,7,739,50,7,19,75.93,6564,4984,1.67,11.6,0.3,83.0,578.0,15.0,MISIONES
MISIONES_ELDORADO,"El Dorado, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.49,3.08,1.12,65.11,10.11,0.27,13.8,1.92,0.21,0.9,1297,1144,415,24217,3760,99,5133,715,77,335,82.46,50505,41647,2.65,6.99,1.06,1102.0,2910.0,443.0,MISIONES
MISIONES_GENERAL MANUEL BELGRANO,"Gral. Manuel Belgrano, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.33,1.23,0.67,76.41,6.6,0.35,10.04,1.4,0.19,1.78,233,216,117,13399,1157,61,1761,246,34,312,77.17,25432,19627,5.29,4.95,0.42,1038.0,971.0,82.0,MISIONES
MISIONES_GUARANI,"Guarani, Misiones",ALIANZA FRENTE PARA LA VICTORIA,1.41,0.86,0.6,75.73,7.46,0.27,11.73,1.2,0.23,0.52,407,248,172,21834,2152,78,3382,345,65,149,82.13,39326,32300,3.13,7.11,0.5,1011.0,2297.0,160.0,MISIONES
MISIONES_IGUAZU,"Iguazu, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.25,2.62,0.86,69.02,8.62,0.31,12.52,2.2,0.19,0.41,1149,926,303,24391,3046,111,4426,776,66,145,76.51,50063,38304,3.37,3.45,0.92,1289.0,1323.0,353.0,MISIONES
MISIONES_LIBERTADOR GENERAL SAN MARTIN,"L. General San Martin, Misiones",ALIANZA FRENTE PARA LA VICTORIA,3.2,4.3,0.59,59.92,10.76,0.37,17.63,1.87,0.38,0.99,692,932,127,12973,2330,80,3818,404,82,214,76.88,29896,22983,3.05,2.21,0.53,700.0,509.0,122.0,MISIONES
MISIONES_LEANDRO N. ALEM,"Leandro N. Alem, Misiones",ALIANZA FRENTE PARA LA VICTORIA,2.85,1.99,0.44,66.76,10.81,0.21,14.69,1.54,0.21,0.49,697,488,107,16340,2647,51,3596,377,52,121,81.23,33335,27079,4.27,4.83,0.52,1155.0,1307.0,141.0,MISIONES
