id,seccion,agrupacion_ganadora,CONSENSO FEDERAL_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE DE TODOS_perc,FRENTE NOS_perc,FRENTE PATRIOTA_perc,JUNTOS POR EL CAMBIO_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,PARTIDO AUTONOMISTA_perc,UNITE POR LA LIBERTAD Y LA DIGNIDAD_perc,CONSENSO FEDERAL_votos,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE DE TODOS_votos,FRENTE NOS_votos,FRENTE PATRIOTA_votos,JUNTOS POR EL CAMBIO_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,PARTIDO AUTONOMISTA_votos,UNITE POR LA LIBERTAD Y LA DIGNIDAD_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos,NULO_votos,distrito
SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",FRENTE DE TODOS,5.97,1.85,60.35,3.18,0.17,26.12,0.41,0.05,0.02,1.88,381,118,3850,203,11,1666,26,3,1,120,72.7,11166,8118,20.3,0.07,1.05,1648,6,85,SANTA CRUZ
SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",FRENTE DE TODOS,7.95,3.95,62.13,4.92,0.25,17.85,0.53,0.1,0.09,2.22,3930,1952,30709,2430,125,8823,264,50,44,1098,69.77,89848,62688,19.39,0.26,1.5,12158,163,942,SANTA CRUZ
SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",FRENTE DE TODOS,8.92,3.59,51.53,3.28,0.23,29.21,0.85,0.11,0.07,2.21,5379,2165,31080,1976,137,17619,515,65,43,1332,71.97,103394,74410,17.59,0.09,1.27,13089,65,945,SANTA CRUZ
SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",FRENTE DE TODOS,5.41,2.63,65.89,3.09,0.11,19.8,0.7,0.11,0.06,2.2,579,281,7046,330,12,2117,75,12,6,235,65.72,19645,12911,15.66,0.29,1.22,2022,38,158,SANTA CRUZ
SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",FRENTE DE TODOS,4.52,3.11,67.01,3.26,0.13,19.7,0.6,0.06,0.15,1.45,240,165,3554,173,7,1045,32,3,8,77,67.94,9656,6560,17.94,0.32,0.88,1177,21,58,SANTA CRUZ
SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",FRENTE DE TODOS,8.49,3.99,55.44,3.81,0.2,25.02,0.86,0.06,0.16,1.96,415,195,2710,186,10,1223,42,3,8,96,68.03,9390,6388,21.63,0.2,1.64,1382,13,105,SANTA CRUZ
SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",FRENTE DE TODOS,4.66,2.76,68.81,2.29,0.47,19.24,0.22,0.0,0.17,1.38,108,64,1595,53,11,446,5,0,4,32,73.41,4125,3028,22.06,0.63,0.76,668,19,23,SANTA CRUZ
